experiment_id,model,phase,epoch,train_loss,val_loss,train_acc,val_acc,lr,epoch_time_s,timestamp
cross_dataset_2026-08-16_12-59-28_AffectNet,convnext_v2_base,warm,1,1.611883,1.262888,0.419464,0.588612,3.00e-05,417.26,2026-08-16_13-17-02
cross_dataset_2026-08-16_12-59-28_AffectNet,convnext_v2_base,warm,2,1.222245,1.047882,0.65201,0.707066,3.00e-07,412.78,2026-08-16_13-23-55
